Year,Month,Day,TAVG,TMAX,TMIN
2009,8,28,68,72,64
2009,8,29,69.5,72,67
2009,8,30,73.5,81,66
2009,8,31,67,72,62
2009,9,1,65.5,74,57
2009,9,2,67,77,57
2009,9,3,69.5,78,61
2009,9,4,72.5,83,62
2009,9,5,76.5,84,69
2009,9,6,69,75,63
2009,9,7,67,74,60
2009,9,8,68,74,62
2009,9,9,69.5,76,63
2009,9,10,64,68,60
2009,9,11,61,66,56
2009,9,12,65,67,63
2009,9,13,71.5,79,64
2009,9,14,68.5,76,61
2009,9,15,70.5,78,63
2009,9,16,66.5,70,63
2009,9,17,59,63,55
2009,9,18,65,74,56
2009,9,19,61.5,70,53
2009,9,20,63.5,73,54
2009,9,21,66,75,57
2009,9,22,68.5,73,64
2009,9,23,74.5,80,69
2009,9,24,74,82,66
2009,9,25,62.5,69,56
2009,9,26,60.5,67,54
2009,9,27,63.5,68,59
2009,9,28,65,72,58
2009,9,29,60,66,54
2009,9,30,54.5,60,49
2009,10,1,51,55,47
2009,10,2,55.5,64,47
2009,10,3,66.5,70,63
2009,10,4,65.5,74,57
2009,10,5,60,67,53
2009,10,6,58,66,50
2009,10,7,63,69,57
2009,10,8,57.5,63,52
2009,10,9,64,69,59
2009,10,10,58,66,50
2009,10,11,55,64,46
2009,10,12,48,53,43
2009,10,13,55,64,46
2009,10,14,47,53,41
2009,10,15,42,47,37
2009,10,16,41.5,46,37
2009,10,17,45,48,42
2009,10,18,43,45,41
2009,10,19,46,55,37
2009,10,20,55,65,45
2009,10,21,60,68,52
2009,10,22,64,74,54
2009,10,23,56.5,64,49
2009,10,24,59,65,53
2009,10,25,56.5,62,51
2009,10,26,53,60,46
2009,10,27,52.5,55,50
2009,10,28,54,57,51
2009,10,29,53,57,49
2009,10,30,55.5,59,52
2009,10,31,63,71,55
2009,11,1,53.5,58,49
2009,11,2,50.5,55,46
2009,11,3,51.5,60,43
2009,11,4,46.5,52,41
2009,11,5,47.5,53,42
2009,11,6,43.5,50,37
2009,11,7,44,53,35
2009,11,8,58,69,47
2009,11,9,58,67,49
2009,11,10,60.5,65,56
2009,11,11,52.5,57,48
2009,11,12,47.5,50,45
2009,11,13,51.5,55,48
2009,11,14,54.5,57,52
2009,11,15,60,66,54
2009,11,16,54,59,49
2009,11,17,50.5,55,46
2009,11,18,47.5,53,42
2009,11,19,53,59,47
2009,11,20,54.5,61,48
2009,11,21,51.5,57,46
2009,11,22,50,55,45
2009,11,23,47,50,44
2009,11,24,53,58,48
2009,11,25,50,51,49
2009,11,26,53.5,57,50
2009,11,27,46.5,50,43
2009,11,28,46,50,42
2009,11,29,49,59,39
2009,11,30,48.5,57,40
2009,12,1,41,47,35
2009,12,2,48.5,56,41
2009,12,3,57.5,66,49
2009,12,4,48,52,44
2009,12,5,39,45,33
2009,12,6,35.5,38,33
2009,12,7,35.5,39,32
2009,12,8,39,44,34
2009,12,9,43,53,33
2009,12,10,36.5,46,27
2009,12,11,25,29,21
2009,12,12,31,37,25
2009,12,13,43,52,34
2009,12,14,43,46,40
2009,12,15,47,52,42
2009,12,16,35,42,28
2009,12,17,25.5,31,20
2009,12,18,23,30,16
2009,12,19,25.5,30,21
2009,12,20,27.5,34,21
2009,12,21,32,36,28
2009,12,22,29.5,36,23
2009,12,23,25,30,20
2009,12,24,31.5,39,24
2009,12,25,35.5,38,33
2009,12,26,45.5,54,37
2009,12,27,47.5,55,40
2009,12,28,36.5,43,30
2009,12,29,23.5,31,16
2009,12,30,25.5,32,19
2009,12,31,32,35,29
2010,1,1,36.5,40,33
2010,1,2,25.5,34,17
2010,1,3,19.5,22,17
2010,1,4,24.5,30,19
2010,1,5,25,30,20
2010,1,6,30,34,26
2010,1,7,33.5,37,30
2010,1,8,28,33,23
2010,1,9,24,30,18
2010,1,10,21,28,14
2010,1,11,26,31,21
2010,1,12,29.5,35,24
2010,1,13,29.5,35,24
2010,1,14,36,42,30
2010,1,15,42.5,50,35
2010,1,16,43.5,49,38
2010,1,17,40.5,46,35
2010,1,18,43.5,50,37
2010,1,19,44,48,40
2010,1,20,37.5,41,34
2010,1,21,36,41,31
2010,1,22,38,44,32
2010,1,23,34,40,28
2010,1,24,41,50,32
2010,1,25,53,57,49
2010,1,26,42,49,35
2010,1,27,35,39,31
2010,1,28,31,42,20
2010,1,29,19.5,23,16
2010,1,30,16.5,20,13
2010,1,31,22,30,14
2010,2,1,30,35,25
2010,2,2,30,33,27
2010,2,3,34,39,29
2010,2,4,32.5,37,28
2010,2,5,32.5,36,29
2010,2,6,26.5,33,20
2010,2,7,25.5,34,17
2010,2,8,30,37,23
2010,2,9,35,42,28
2010,2,10,32,34,30
2010,2,11,32.5,37,28
2010,2,12,31.5,37,26
2010,2,13,28,32,24
2010,2,14,33.5,39,28
2010,2,15,33.5,40,27
2010,2,16,31,33,29
2010,2,17,30.5,35,26
2010,2,18,36,40,32
2010,2,19,39,43,35
2010,2,20,39.5,44,35
2010,2,21,39.5,46,33
2010,2,22,37,45,29
2010,2,23,36.5,38,35
2010,2,24,39,42,36
2010,2,25,32.5,38,27
2010,2,26,29.5,33,26
2010,2,27,33.5,38,29
2010,2,28,36.5,40,33
2010,3,1,42,48,36
2010,3,2,41.5,47,36
2010,3,3,37.5,41,34
2010,3,4,41,47,35
2010,3,5,41.5,49,34
2010,3,6,43,54,32
2010,3,7,47,57,37
2010,3,8,51,61,41
2010,3,9,52.5,61,44
2010,3,10,50.5,57,44
2010,3,11,47.5,53,42
2010,3,12,41,43,39
2010,3,13,42,46,38
2010,3,14,46.5,50,43
2010,3,15,43.5,46,41
2010,3,16,52,63,41
2010,3,17,54.5,66,43
2010,3,18,59.5,69,50
2010,3,19,60.5,72,49
2010,3,20,64,74,54
2010,3,21,57.5,64,51
2010,3,22,53.5,57,50
2010,3,23,49,53,45
2010,3,24,51.5,60,43
2010,3,25,55,62,48
2010,3,26,43,52,34
2010,3,27,36.5,44,29
2010,3,28,42.5,49,36
2010,3,29,50.5,53,48
2010,3,30,45.5,50,41
2010,3,31,51,57,45
2010,4,1,59,70,48
2010,4,2,58,68,48
2010,4,3,57,67,47
2010,4,4,61.5,76,47
2010,4,5,65.5,75,56
2010,4,6,68,78,58
2010,4,7,74,92,56
2010,4,8,72,80,64
2010,4,9,56,68,44
2010,4,10,52,62,42
2010,4,11,64,76,52
2010,4,12,59.5,67,52
2010,4,13,51.5,56,47
2010,4,14,56,67,45
2010,4,15,61.5,73,50
2010,4,16,51.5,57,46
2010,4,17,50,54,46
2010,4,18,49.5,57,42
2010,4,19,54.5,63,46
2010,4,20,58.5,70,47
2010,4,21,61,69,53
2010,4,22,61.5,72,51
2010,4,23,56,68,44
2010,4,24,57,68,46
2010,4,25,49,52,46
2010,4,26,50.5,53,48
2010,4,27,49.5,58,41
2010,4,28,48,56,40
2010,4,29,57,69,45
2010,4,30,67,78,56
2010,5,1,74.5,85,64
2010,5,2,77,88,66
2010,5,3,73.5,80,67
2010,5,4,71.5,81,62
2010,5,5,69,80,58
2010,5,6,68.5,78,59
2010,5,7,62.5,73,52
2010,5,8,62.5,76,49
2010,5,9,48,52,44
2010,5,10,51,61,41
2010,5,11,49.5,56,43
2010,5,12,46,48,44
2010,5,13,55,67,43
2010,5,14,67.5,80,55
2010,5,15,66.5,73,60
2010,5,16,63,72,54
2010,5,17,64.5,74,55
2010,5,18,56,62,50
2010,5,19,57,64,50
2010,5,20,67,79,55
2010,5,21,73,85,61
2010,5,22,65.5,74,57
2010,5,23,64.5,71,58
2010,5,24,66.5,73,60
2010,5,25,71.5,82,61
2010,5,26,78.5,92,65
2010,5,27,69,83,55
2010,5,28,63,70,56
2010,5,29,69,77,61
2010,5,30,75.5,84,67
2010,5,31,77.5,86,69
2010,6,1,75.5,85,66
2010,6,2,77,87,67
2010,6,3,77,87,67
2010,6,4,80,88,72
2010,6,5,82,88,76
2010,6,6,75,89,61
2010,6,7,66,75,57
2010,6,8,66.5,75,58
2010,6,9,62.5,68,57
2010,6,10,66,74,58
2010,6,11,64.5,71,58
2010,6,12,70,79,61
2010,6,13,71.5,78,65
2010,6,14,71.5,79,64
2010,6,15,72.5,81,64
2010,6,16,69.5,75,64
2010,6,17,69.5,74,65
2010,6,18,73,86,60
2010,6,19,72.5,81,64
2010,6,20,80,89,71
2010,6,21,79,87,71
2010,6,22,79,87,71
2010,6,23,80,89,71
2010,6,24,84,92,76
2010,6,25,79,87,71
2010,6,26,80,89,71
2010,6,27,81,91,71
2010,6,28,84.5,93,76
2010,6,29,80.5,91,70
2010,6,30,70.5,79,62
2010,7,1,69.5,77,62
2010,7,2,71.5,82,61
2010,7,3,77,89,65
2010,7,4,84.5,96,73
2010,7,5,87.5,99,76
2010,7,6,92,103,81
2010,7,7,90,100,80
2010,7,8,83,89,77
2010,7,9,82.5,90,75
2010,7,10,78,83,73
2010,7,11,82.5,94,71
2010,7,12,83.5,94,73
2010,7,13,78,83,73
2010,7,14,76,79,73
2010,7,15,79.5,87,72
2010,7,16,83.5,93,74
2010,7,17,85,94,76
2010,7,18,86,94,78
2010,7,19,82,92,72
2010,7,20,81.5,89,74
2010,7,21,84.5,93,76
2010,7,22,82,90,74
2010,7,23,80,87,73
2010,7,24,88.5,97,80
2010,7,25,81.5,93,70
2010,7,26,77.5,87,68
2010,7,27,80.5,91,70
2010,7,28,81.5,89,74
2010,7,29,81.5,89,74
2010,7,30,75.5,85,66
2010,7,31,75.5,85,66
2010,8,1,75,80,70
2010,8,2,77,85,69
2010,8,3,79,86,72
2010,8,4,83,91,75
2010,8,5,86,95,77
2010,8,6,80,90,70
2010,8,7,77.5,87,68
2010,8,8,81,89,73
2010,8,9,84,94,74
2010,8,10,85,92,78
2010,8,11,84.5,93,76
2010,8,12,72,76,68
2010,8,13,75,82,68
2010,8,14,73.5,82,65
2010,8,15,72,77,67
2010,8,16,77.5,86,69
2010,8,17,82.5,91,74
2010,8,18,79,86,72
2010,8,19,79.5,91,68
2010,8,20,81.5,90,73
2010,8,21,75.5,85,66
2010,8,22,74.5,80,69
2010,8,23,67.5,70,65
2010,8,24,67,70,64
2010,8,25,66.5,69,64
2010,8,26,73.5,82,65
2010,8,27,70,79,61
2010,8,28,72.5,83,62
2010,8,29,80.5,94,67
2010,8,30,82,92,72
2010,8,31,86,96,76
2010,9,1,86,96,76
2010,9,2,86,94,78
2010,9,3,80,85,75
2010,9,4,72.5,81,64
2010,9,5,69.5,78,61
2010,9,6,70,80,60
2010,9,7,78.5,89,68
2010,9,8,78,90,66
2010,9,9,65.5,70,61
2010,9,10,67.5,74,61
2010,9,11,69,79,59
2010,9,12,63,67,59
2010,9,13,68,77,59
2010,9,14,68,76,60
2010,9,15,64.5,72,57
2010,9,16,64.5,72,57
2010,9,17,65,71,59
2010,9,18,64,70,58
2010,9,19,71,81,61
2010,9,20,66.5,74,59
2010,9,21,64,74,54
2010,9,22,75.5,87,64
2010,9,23,73.5,81,66
2010,9,24,76,85,67
2010,9,25,78,89,67
2010,9,26,67.5,72,63
2010,9,27,66.5,72,61
2010,9,28,71.5,73,70
2010,9,29,70.5,78,63
2010,9,30,72,75,69
2010,10,1,66.5,74,59
2010,10,2,59,66,52
2010,10,3,57,64,50
2010,10,4,53.5,55,52
2010,10,5,57,61,53
2010,10,6,59,64,54
2010,10,7,62,71,53
2010,10,8,63.5,73,54
2010,10,9,63,72,54
2010,10,10,57.5,69,46
2010,10,11,66,75,57
2010,10,12,61.5,69,54
2010,10,13,56,64,48
2010,10,14,56.5,63,50
2010,10,15,53,57,49
2010,10,16,54,58,50
2010,10,17,58.5,69,48
2010,10,18,55,60,50
2010,10,19,53,59,47
2010,10,20,53,59,47
2010,10,21,55.5,62,49
2010,10,22,49.5,53,46
2010,10,23,54,64,44
2010,10,24,60.5,68,53
2010,10,25,64,74,54
2010,10,26,67.5,72,63
2010,10,27,70,75,65
2010,10,28,65,74,56
2010,10,29,52,57,47
2010,10,30,49.5,57,42
2010,10,31,50,58,42
2010,11,1,43,49,37
2010,11,2,43,50,36
2010,11,3,47.5,54,41
2010,11,4,49,51,47
2010,11,5,48.5,52,45
2010,11,6,45.5,51,40
2010,11,7,43.5,51,36
2010,11,8,42.5,45,40
2010,11,9,47.5,54,41
2010,11,10,51,56,46
2010,11,11,49,56,42
2010,11,12,53.5,62,45
2010,11,13,55,64,46
2010,11,14,53.5,61,46
2010,11,15,53.5,57,50
2010,11,16,55.5,59,52
2010,11,17,55.5,60,51
2010,11,18,50,55,45
2010,11,19,44,48,40
2010,11,20,48,55,41
2010,11,21,43.5,48,39
2010,11,22,55,65,45
2010,11,23,55.5,61,50
2010,11,24,45.5,50,41
2010,11,25,42.5,46,39
2010,11,26,45.5,53,38
2010,11,27,38,42,34
2010,11,28,40.5,47,34
2010,11,29,41.5,48,35
2010,11,30,50.5,57,44
2010,12,1,50,60,40
2010,12,2,38,42,34
2010,12,3,36.5,40,33
2010,12,4,36,40,32
2010,12,5,32.5,35,30
2010,12,6,32.5,35,30
2010,12,7,33,36,30
2010,12,8,30.5,34,27
2010,12,9,26.5,30,23
2010,12,10,30,38,22
2010,12,11,40,46,34
2010,12,12,48,56,40
2010,12,13,35,49,21
2010,12,14,21,23,19
2010,12,15,23.5,27,20
2010,12,16,26.5,30,23
2010,12,17,29.5,36,23
2010,12,18,32,36,28
2010,12,19,33.5,37,30
2010,12,20,31,37,25
2010,12,21,33,38,28
2010,12,22,33,38,28
2010,12,23,32.5,35,30
2010,12,24,34.5,40,29
2010,12,25,28.5,32,25
2010,12,26,25.5,30,21
2010,12,27,24,28,20
2010,12,28,31,38,24
2010,12,29,34,37,31
2010,12,30,34,40,28
2010,12,31,40.5,45,36
2011,1,1,46.5,53,40
2011,1,2,43.5,52,35
2011,1,3,32,36,28
2011,1,4,35,40,30
2011,1,5,34,39,29
2011,1,6,29.5,33,26
2011,1,7,29,33,25
2011,1,8,27,31,23
2011,1,9,29,32,26
2011,1,10,29.5,35,24
2011,1,11,27,31,23
2011,1,12,27.5,31,24
2011,1,13,24,30,18
2011,1,14,24,30,18
2011,1,15,30.5,38,23
2011,1,16,31.5,37,26
2011,1,17,23,27,19
2011,1,18,32.5,41,24
2011,1,19,38,41,35
2011,1,20,32.5,35,30
2011,1,21,25,32,18
2011,1,22,18.5,24,13
2011,1,23,17.5,24,11
2011,1,24,15,24,6
2011,1,25,30.5,37,24
2011,1,26,32.5,35,30
2011,1,27,32.5,36,29
2011,1,28,31,34,28
2011,1,29,32.5,36,29
2011,1,30,33,39,27
2011,1,31,26.5,31,22
2011,2,1,27.5,30,25
2011,2,2,32.5,38,27
2011,2,3,29,34,24
2011,2,4,28.5,34,23
2011,2,5,37,43,31
2011,2,6,41,45,37
2011,2,7,40.5,45,36
2011,2,8,29.5,41,18
2011,2,9,22,29,15
2011,2,10,25.5,29,22
2011,2,11,28,37,19
2011,2,12,35,40,30
2011,2,13,37,46,28
2011,2,14,47.5,58,37
2011,2,15,31,37,25
2011,2,16,37,48,26
2011,2,17,54.5,63,46
2011,2,18,56.5,67,46
2011,2,19,38.5,54,23
2011,2,20,30.5,40,21
2011,2,21,30.5,37,24
2011,2,22,26,36,16
2011,2,23,30.5,40,21
2011,2,24,37,44,30
2011,2,25,45.5,57,34
2011,2,26,37,43,31
2011,2,27,44,50,38
2011,2,28,50,60,40
2011,3,1,39.5,46,33
2011,3,2,39,53,25
2011,3,3,26.5,33,20
2011,3,4,34,41,27
2011,3,5,51,61,41
2011,3,6,52,54,50
2011,3,7,43.5,53,34
2011,3,8,38.5,48,29
2011,3,9,39.5,45,34
2011,3,10,45.5,53,38
2011,3,11,47.5,55,40
2011,3,12,47,56,38
2011,3,13,47,53,41
2011,3,14,41,45,37
2011,3,15,40.5,47,34
2011,3,16,47.5,57,38
2011,3,17,54.5,65,44
2011,3,18,64,77,51
2011,3,19,48.5,59,38
2011,3,20,42.5,51,34
2011,3,21,40.5,45,36
2011,3,22,45,50,40
2011,3,23,36,40,32
2011,3,24,37,44,30
2011,3,25,35,42,28
2011,3,26,33,40,26
2011,3,27,36.5,45,28
2011,3,28,35.5,45,26
2011,3,29,40,49,31
2011,3,30,44.5,53,36
2011,3,31,40,43,37
2011,4,1,39.5,44,35
2011,4,2,46.5,55,38
2011,4,3,50,58,42
2011,4,4,53,63,43
2011,4,5,54,67,41
2011,4,6,46.5,55,38
2011,4,7,47,52,42
2011,4,8,45.5,49,42
2011,4,9,49,58,40
2011,4,10,51,56,46
2011,4,11,65.5,81,50
2011,4,12,58.5,72,45
2011,4,13,46.5,50,43
2011,4,14,58.5,69,48
2011,4,15,48.5,56,41
2011,4,16,48,55,41
2011,4,17,55.5,61,50
2011,4,18,55,63,47
2011,4,19,50,53,47
2011,4,20,55,65,45
2011,4,21,53,63,43
2011,4,22,45.5,51,40
2011,4,23,52,61,43
2011,4,24,67,80,54
2011,4,25,65.5,75,56
2011,4,26,68.5,83,54
2011,4,27,68,75,61
2011,4,28,66.5,72,61
2011,4,29,61.5,69,54
2011,4,30,58.5,67,50
2011,5,1,59.5,69,50
2011,5,2,56.5,63,50
2011,5,3,65,75,55
2011,5,4,55,64,46
2011,5,5,55.5,65,46
2011,5,6,61,72,50
2011,5,7,63.5,72,55
2011,5,8,63,74,52
2011,5,9,62.5,71,54
2011,5,10,64,75,53
2011,5,11,61.5,71,52
2011,5,12,63,74,52
2011,5,13,59.5,67,52
2011,5,14,60.5,64,57
2011,5,15,63.5,69,58
2011,5,16,57.5,62,53
2011,5,17,56,60,52
2011,5,18,60.5,67,54
2011,5,19,67.5,75,60
2011,5,20,60.5,64,57
2011,5,21,66.5,78,55
2011,5,22,56,58,54
2011,5,23,61,67,55
2011,5,24,73.5,81,66
2011,5,25,74.5,84,65
2011,5,26,71,78,64
2011,5,27,74,83,65
2011,5,28,75.5,84,67
2011,5,29,74.5,82,67
2011,5,30,78,86,70
2011,5,31,79,89,69
2011,6,1,79.5,90,69
2011,6,2,71,80,62
2011,6,3,66.5,76,57
2011,6,4,67,75,59
2011,6,5,63,70,56
2011,6,6,70.5,81,60
2011,6,7,76.5,87,66
2011,6,8,83.5,94,73
2011,6,9,82,95,69
2011,6,10,78.5,87,70
2011,6,11,65.5,72,59
2011,6,12,66,74,58
2011,6,13,66.5,73,60
2011,6,14,65,72,58
2011,6,15,69.5,83,56
2011,6,16,73,84,62
2011,6,17,70,76,64
2011,6,18,73.5,83,64
2011,6,19,76,83,69
2011,6,20,74,81,67
2011,6,21,76,82,70
2011,6,22,75.5,80,71
2011,6,23,68.5,71,66
2011,6,24,67.5,70,65
2011,6,25,72,80,64
2011,6,26,72.5,79,66
2011,6,27,74,82,66
2011,6,28,77.5,83,72
2011,6,29,75.5,82,69
2011,6,30,73.5,82,65
2011,7,1,73,83,63
2011,7,2,77,86,68
2011,7,3,71.5,74,69
2011,7,4,78,86,70
2011,7,5,78.5,87,70
2011,7,6,81,89,73
2011,7,7,83,92,74
2011,7,8,76.5,85,68
2011,7,9,77.5,88,67
2011,7,10,77,86,68
2011,7,11,82.5,91,74
2011,7,12,85.5,93,78
2011,7,13,77.5,86,69
2011,7,14,74,84,64
2011,7,15,76.5,87,66
2011,7,16,80,90,70
2011,7,17,81.5,91,72
2011,7,18,85,95,75
2011,7,19,84.5,94,75
2011,7,20,82,89,75
2011,7,21,86,97,75
2011,7,22,94,104,84
2011,7,23,91.5,100,83
2011,7,24,84.5,91,78
2011,7,25,74,80,68
2011,7,26,79.5,90,69
2011,7,27,76,84,68
2011,7,28,79,87,71
2011,7,29,77.5,84,71
2011,7,30,82.5,91,74
2011,7,31,81,91,71
2011,8,1,82.5,94,71
2011,8,2,82,91,73
2011,8,3,77.5,88,67
2011,8,4,75.5,84,67
2011,8,5,78,86,70
2011,8,6,78.5,85,72
2011,8,7,81,89,73
2011,8,8,82,90,74
2011,8,9,77,83,71
2011,8,10,78,86,70
2011,8,11,75.5,82,69
2011,8,12,74,84,64
2011,8,13,77,85,69
2011,8,14,69.5,72,67
2011,8,15,72.5,77,68
2011,8,16,71.5,78,65
2011,8,17,76,86,66
2011,8,18,75,83,67
2011,8,19,74.5,84,65
2011,8,20,74.5,85,64
2011,8,21,77,84,70
2011,8,22,71,77,65
2011,8,23,70,79,61
2011,8,24,73.5,80,67
2011,8,25,75,78,72
2011,8,26,77,83,71
2011,8,27,74.5,78,71
2011,8,28,70,75,65
2011,8,29,68,77,59
2011,8,30,71.5,82,61
2011,8,31,74,85,63
2011,9,1,74.5,83,66
2011,9,2,71.5,78,65
2011,9,3,74.5,83,66
2011,9,4,79,86,72
2011,9,5,76.5,81,72
2011,9,6,67.5,75,60
2011,9,7,65,68,62
2011,9,8,71,79,63
2011,9,9,75.5,84,67
2011,9,10,74,80,68
2011,9,11,67.5,71,64
2011,9,12,73,80,66
2011,9,13,74.5,82,67
2011,9,14,77.5,85,70
2011,9,15,64.5,76,53
2011,9,16,58,65,51
2011,9,17,59,65,53
2011,9,18,60.5,68,53
2011,9,19,60,68,52
2011,9,20,64.5,68,61
2011,9,21,68,73,63
2011,9,22,74,80,68
2011,9,23,71,73,69
2011,9,24,73,76,70
2011,9,25,75,80,70
2011,9,26,74,80,68
2011,9,27,73,77,69
2011,9,28,71,74,68
2011,9,29,67,73,61
2011,9,30,67,76,58
2011,10,1,58.5,67,50
2011,10,2,57,64,50
2011,10,3,53,58,48
2011,10,4,56,63,49
2011,10,5,62,71,53
2011,10,6,57,67,47
2011,10,7,57,66,48
2011,10,8,65.5,77,54
2011,10,9,72,84,60
2011,10,10,71,81,61
2011,10,11,67.5,73,62
2011,10,12,60.5,63,58
2011,10,13,62,66,58
2011,10,14,63.5,70,57
2011,10,15,59.5,65,54
2011,10,16,60,66,54
2011,10,17,61,65,57
2011,10,18,61,68,54
2011,10,19,61,62,60
2011,10,20,60.5,67,54
2011,10,21,53,56,50
2011,10,22,53.5,60,47
2011,10,23,54.5,59,50
2011,10,24,55.5,61,50
2011,10,25,56,62,50
2011,10,26,56.5,62,51
2011,10,27,49.5,61,38
2011,10,28,42.5,49,36
2011,10,29,39,45,33
2011,10,30,39.5,46,33
2011,10,31,45,53,37
2011,11,1,50,55,45
2011,11,2,49.5,57,42
2011,11,3,52.5,59,46
2011,11,4,47,53,41
2011,11,5,42.5,49,36
2011,11,6,46,54,38
2011,11,7,53.5,62,45
2011,11,8,60.5,68,53
2011,11,9,58,65,51
2011,11,10,57,67,47
2011,11,11,44.5,48,41
2011,11,12,48,57,39
2011,11,13,54,61,47
2011,11,14,61.5,69,54
2011,11,15,61.5,65,58
2011,11,16,56,59,53
2011,11,17,46.5,53,40
2011,11,18,41,46,36
2011,11,19,44.5,51,38
2011,11,20,57,65,49
2011,11,21,52.5,59,46
2011,11,22,46.5,50,43
2011,11,23,46,53,39
2011,11,24,45.5,54,37
2011,11,25,53.5,61,46
2011,11,26,57.5,65,50
2011,11,27,55,63,47
2011,11,28,63,70,56
2011,11,29,58.5,66,51
2011,11,30,47.5,52,43
2011,12,1,43.5,50,37
2011,12,2,45.5,52,39
2011,12,3,42,47,37
2011,12,4,48.5,55,42
2011,12,5,53,59,47
2011,12,6,59,62,56
2011,12,7,52,62,42
2011,12,8,40.5,45,36
2011,12,9,44,52,36
2011,12,10,39,46,32
2011,12,11,34,39,29
2011,12,12,38.5,44,33
2011,12,13,39.5,47,32
2011,12,14,43,50,36
2011,12,15,53,59,47
2011,12,16,50,59,41
2011,12,17,36.5,42,31
2011,12,18,26.5,31,22
2011,12,19,37.5,47,28
2011,12,20,44.5,48,41
2011,12,21,52,62,42
2011,12,22,53,58,48
2011,12,23,42,49,35
2011,12,24,32.5,36,29
2011,12,25,38.5,46,31
2011,12,26,41.5,45,38
2011,12,27,47.5,57,38
2011,12,28,40.5,50,31
2011,12,29,31,38,24
2011,12,30,44,51,37
2011,12,31,50,54,46
2012,1,1,46.5,52,41
2012,1,2,41.5,50,33
2012,1,3,24,33,15
2012,1,4,20,27,13
2012,1,5,33.5,40,27
2012,1,6,44,53,35
2012,1,7,54,62,46
2012,1,8,39.5,46,33
2012,1,9,36,41,31
2012,1,10,40,47,33
2012,1,11,42.5,48,37
2012,1,12,43,45,41
2012,1,13,39,50,28
2012,1,14,29.5,32,27
2012,1,15,21,27,15
2012,1,16,26,37,15
2012,1,17,44.5,53,36
2012,1,18,39,54,24
2012,1,19,28.5,37,20
2012,1,20,30,36,24
2012,1,21,25.5,29,22
2012,1,22,26,34,18
2012,1,23,43.5,53,34
2012,1,24,47.5,53,42
2012,1,25,40,44,36
2012,1,26,36.5,40,33
2012,1,27,49.5,59,40
2012,1,28,42,46,38
2012,1,29,39,44,34
2012,1,30,37,40,34
2012,1,31,48.5,59,38
2012,2,1,55,62,48
2012,2,2,42.5,50,35
2012,2,3,37,44,30
2012,2,4,40.5,46,35
2012,2,5,36,40,32
2012,2,6,42,51,33
2012,2,7,43.5,49,38
2012,2,8,34.5,38,31
2012,2,9,38.5,46,31
2012,2,10,39.5,45,34
2012,2,11,35,38,32
2012,2,12,26,32,20
2012,2,13,36,44,28
2012,2,14,41.5,47,36
2012,2,15,42.5,46,39
2012,2,16,40,44,36
2012,2,17,45.5,50,41
2012,2,18,41.5,48,35
2012,2,19,39.5,44,35
2012,2,20,38.5,46,31
2012,2,21,39,46,32
2012,2,22,50,57,43
2012,2,23,52,58,46
2012,2,24,41,46,36
2012,2,25,39,45,33
2012,2,26,37,45,29
2012,2,27,47.5,59,36
2012,2,28,45,50,40
2012,2,29,40,42,38
2012,3,1,39,41,37
2012,3,2,37.5,42,33
2012,3,3,49,56,42
2012,3,4,40.5,45,36
2012,3,5,36,44,28
2012,3,6,34.5,44,25
2012,3,7,49.5,62,37
2012,3,8,62,71,53
2012,3,9,50.5,64,37
2012,3,10,36,43,29
2012,3,11,48.5,61,36
2012,3,12,59,71,47
2012,3,13,64,74,54
2012,3,14,60,70,50
2012,3,15,47.5,52,43
2012,3,16,47,51,43
2012,3,17,53.5,62,45
2012,3,18,55,64,46
2012,3,19,64.5,74,55
2012,3,20,64,73,55
2012,3,21,62,67,57
2012,3,22,67,78,56
2012,3,23,67,76,58
2012,3,24,56,65,47
2012,3,25,48.5,52,45
2012,3,26,44,54,34
2012,3,27,40.5,51,30
2012,3,28,55.5,67,44
2012,3,29,52,61,43
2012,3,30,48.5,57,40
2012,3,31,40.5,43,38
2012,4,1,47,52,42
2012,4,2,48.5,57,40
2012,4,3,52,64,40
2012,4,4,57.5,68,47
2012,4,5,50,58,42
2012,4,6,48.5,59,38
2012,4,7,50.5,61,40
2012,4,8,55.5,67,44
2012,4,9,56.5,64,49
2012,4,10,52.5,60,45
2012,4,11,48,53,43
2012,4,12,52,61,43
2012,4,13,54,65,43
2012,4,14,61,72,50
2012,4,15,67.5,77,58
2012,4,16,76.5,88,65
2012,4,17,69.5,78,61
2012,4,18,55.5,62,49
2012,4,19,58.5,70,47
2012,4,20,62.5,71,54
2012,4,21,62.5,71,54
2012,4,22,50,54,46
2012,4,23,48,54,42
2012,4,24,50,59,41
2012,4,25,52.5,62,43
2012,4,26,53,61,45
2012,4,27,48.5,56,41
2012,4,28,49,60,38
2012,4,29,53.5,63,44
2012,4,30,52.5,62,43
2012,5,1,59.5,68,51
2012,5,2,51.5,53,50
2012,5,3,54,58,50
2012,5,4,63.5,73,54
2012,5,5,59.5,63,56
2012,5,6,59,65,53
2012,5,7,58.5,65,52
2012,5,8,60.5,66,55
2012,5,9,63,69,57
2012,5,10,58,64,52
2012,5,11,58.5,68,49
2012,5,12,65.5,78,53
2012,5,13,72,81,63
2012,5,14,66.5,70,63
2012,5,15,63,65,61
2012,5,16,69.5,78,61
2012,5,17,62.5,72,53
2012,5,18,63,72,54
2012,5,19,66.5,80,53
2012,5,20,67.5,78,57
2012,5,21,59.5,62,57
